Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Randy Abshier*,19,1,0,1,4.5,17,0,,0,0,1,20,22,16,10,2,20,2,13,4,0,5,106,2.1,9.9,0.9,9,5.9,0.65,
2,George Arias,19,1,0,1,7.63,21,1,,0,0,1,30.2,38,36,26,1,19,1,26,5,0,7,155,1.859,11.2,0.3,5.6,7.6,1.37,
3,Nate Brown,21,1,0,1,9,16,0,,0,0,0,20,27,23,20,3,19,0,18,6,1,4,109,2.3,12.2,1.4,8.6,8.1,0.95,
4,Bryce Collins,19,0,2,0,5.24,7,4,,0,0,1,22.1,23,17,13,3,15,0,16,3,1,1,108,1.701,9.3,1.2,6,6.4,1.07,
5,Quinn Flanagan,20,8,3,0.727,4.92,17,13,,1,1,1,67.2,75,48,37,4,26,3,42,5,0,11,313,1.493,10,0.5,3.5,5.6,1.62,
6,Jon Guardado,20,0,0,,9.82,13,0,,0,0,0,11,11,13,12,1,22,0,11,3,0,8,71,3,9,0.8,18,9,0.5,
7,Cameron Haskell,21,0,1,0,5.85,14,0,,0,0,1,20,17,14,13,1,11,1,18,1,0,5,86,1.4,7.7,0.5,5,8.1,1.64,
8,Randy Labaut*,22,8,3,0.727,5.19,15,13,,0,0,0,85,93,54,49,8,32,6,79,3,1,4,377,1.471,9.8,0.8,3.4,8.4,2.47,
9,Gil Luna*,19,2,2,0.5,9.16,19,2,,0,0,0,18.2,16,21,19,0,26,2,21,2,0,6,97,2.25,7.7,0,12.5,10.1,0.81,
10,Andrew Nardi*,20,4,5,0.444,6.75,17,14,,0,0,0,66.2,73,54,50,6,40,4,66,12,1,12,315,1.695,9.9,0.8,5.4,8.9,1.65,
11,Preston Price,21,0,0,,8.31,13,0,,0,0,0,13,20,12,12,2,12,4,11,3,0,3,74,2.462,13.8,1.4,8.3,7.6,0.92,
12,Zach Sherman,21,1,1,0.5,8.1,17,0,,0,0,0,16.2,25,18,15,3,12,0,14,5,0,3,92,2.22,13.5,1.6,6.5,7.6,1.17,
13,Vince Vannelle,21,2,2,0.5,3.47,26,1,,0,0,2,36.1,40,15,14,2,17,4,27,4,0,4,165,1.569,9.9,0.5,4.2,6.7,1.59,
14,Avery Weems*,22,4,5,0.444,7.15,27,8,,1,0,2,61.2,85,63,49,7,19,3,47,7,0,6,300,1.686,12.4,1,2.8,6.9,2.47,
,14 Players,20.5,32,24,0.571,6.21,56,56,56,0,1,0,489.2,565,404,338,43,290,30,409,63,4,79,2368,1.746,10.4,0.8,5.3,7.5,1.41,
